frame,landmark,x,y,z,visibility
0,0,0.3558286428451538,1.2526522278785706,-0.142190620303154,0.9998962879180908
0,1,0.3363805413246155,1.281581699848175,-0.1366997361183166,0.9998942613601683
0,2,0.3372717201709747,1.2815680503845215,-0.1273815482854843,0.9998949766159058
0,3,0.3362501859664917,1.2831920981407166,-0.129780113697052,0.9999408721923828
0,4,0.3404385149478912,1.2831688523292542,-0.1810041964054107,0.9999381303787231
0,5,0.3419160544872284,1.281689465045929,-0.1929699778556823,0.9999406337738036
0,6,0.3409447968006134,1.2709162831306458,-0.171110525727272,0.9999493360519408
0,7,0.2588014304637909,1.2982675433158875,-0.0613980032503604,0.9999650716781616
0,8,0.2141144871711731,1.2277565598487854,-0.1973275542259216,0.9998315572738647
0,9,0.3488010168075561,1.2437524795532227,-0.1038810834288597,0.9999402761459352
0,10,0.3262993991374969,1.204729974269867,-0.1710222959518432,0.9999395608901978
0,11,0.2937098443508148,1.1829128563404083,0.0671465024352073,0.9999946355819702
0,12,0.1633327007293701,1.2020107805728912,-0.1362605094909668,0.999987006187439
0,13,0.5088430047035217,1.2137590646743774,0.1282849758863449,0.8912573456764221
0,14,0.1026933491230011,1.0167608261108398,-0.3145193755626678,0.9918801188468932
0,15,0.7237990498542786,1.2096359729766846,0.155024841427803,0.9833864569664
0,16,0.2258954346179962,1.006391853094101,-0.4524109661579132,0.9938509464263916
0,17,0.7704737782478333,1.23163503408432,0.1729491502046585,0.9749543070793152
0,18,0.2839598655700683,1.0159375071525574,-0.5347211360931396,0.9909291863441468
0,19,0.7645760178565979,1.2436474561691284,0.1506499648094177,0.9777460098266602
0,20,0.3425772190093994,1.0521273910999298,-0.5189366340637207,0.9901166558265686
0,21,0.7330595850944519,1.1917390823364258,0.1441888511180877,0.9738686084747314
0,22,0.2568350434303283,1.0208229422569275,-0.456156462430954,0.9750853776931764
0,23,0.0396631173789501,0.7054995726794004,0.1171220988035202,0.9999738931655884
0,24,-0.035113763064146,0.70531817805022,-0.1137578934431076,0.9999687671661376
0,25,0.1159391552209854,0.4184390902519226,0.2739714384078979,0.3806506395339966
0,26,0.1014332920312881,0.4022029936313629,-0.147195354104042,0.9843329191207886
0,27,-0.0411720275878906,0.13550597429275513,0.456042468547821,0.631672739982605
0,28,-0.0165355056524276,0.059007883071899414,-0.0834079682826995,0.9846404790878296
0,29,-0.0725069046020507,0.11240869760513306,0.4837237894535064,0.6852981448173523
0,30,-0.0168702900409698,0.02747499942779541,-0.1092119067907333,0.9426823854446412
0,31,0.0146693736314773,0.0875667929649353,0.5204406380653381,0.7569103837013245
0,32,0.0693147331476211,0.0,-0.142856016755104,0.9773582220077516
1,0,0.35132671594619747,1.2493319988250733,-0.14221512973308564,0.9998778700828552
1,1,0.3336587071418762,1.2793482303619386,-0.13680036664009088,0.9998664855957032
1,2,0.3347261726856231,1.2790824055671692,-0.1274982064962387,0.9998642206192015
1,3,0.333613908290863,1.2808129787445068,-0.12994552850723265,0.9999249577522278
1,4,0.3375401794910431,1.281080174446106,-0.18099355101585385,0.999924659729004
1,5,0.339066606760025,1.279461932182312,-0.19296882152557365,0.9999273419380188
1,6,0.338132256269455,1.2690808773040771,-0.171103498339653,0.9999396800994872
1,7,0.25880464911460876,1.3003160238265992,-0.06166878417134276,0.9999544620513916
1,8,0.21352320909500122,1.230476188659668,-0.1955033421516418,0.99980229139328
1,9,0.34531319141387934,1.2425495266914368,-0.10390775352716441,0.999924898147583
1,10,0.3221913397312164,1.2036027669906617,-0.17074841856956474,0.9999269247055054
1,11,0.2933296740055084,1.1855729401111603,0.0673316523432731,0.999993622303009
1,12,0.15945585966110226,1.2068980395793916,-0.13347405791282652,0.9999859929084778
1,13,0.5088351130485534,1.214951479434967,0.12908034026622772,0.8751712441444397
1,14,0.08788751661777494,1.021165955066681,-0.3114038407802581,0.991159737110138
1,15,0.7284133791923523,1.2078339815139771,0.15795098841190336,0.9790080189704896
1,16,0.22066056728363034,1.006289440393448,-0.4489329159259796,0.9929323196411132
1,17,0.7772610068321228,1.2282786607742309,0.1748942047357559,0.9693437218666076
1,18,0.2808132410049438,1.013807201385498,-0.5298990726470947,0.9895715117454528
1,19,0.7716508030891418,1.2401623845100402,0.1541402161121368,0.9728062152862548
1,20,0.3419044852256775,1.0495600163936616,-0.5142812252044677,0.988775372505188
1,21,0.7382243514060973,1.1895505428314208,0.14758158326148982,0.9682421684265136
1,22,0.2529389083385467,1.0201047539711,-0.4525189459323883,0.9719075560569764
1,23,0.03998584821820258,0.710776021424681,0.1171221911907196,0.99996680021286
1,24,-0.03537735119462008,0.7108232134953141,-0.11375922858715057,0.9999625086784364
1,25,0.11075550615787504,0.41706439256668093,0.2739702820777893,0.3492195010185241
1,26,0.09994128644466393,0.40362438559532166,-0.15555888116359706,0.9809446930885316
1,27,-0.04009330868721004,0.1247370719909668,0.45605640411376946,0.5890345573425293
1,28,-0.01881896033883088,0.052121746540069576,-0.10943034887313838,0.9820350408554076
1,29,-0.07051459848880762,0.10062618255615235,0.48372052311897273,0.6503387093544006
1,30,-0.01908470168709752,0.019613492488861083,-0.13684906661510463,0.9356748461723328
1,31,0.021409285068511898,0.0774982213973999,0.519890558719635,0.7174899578094482
1,32,0.06745559275150294,-0.005365741252899171,-0.17589704096317282,0.9744011163711548
2,0,0.34515865564346315,1.252199010848999,-0.154679314494133,0.9998779296875
2,1,0.32832079648971557,1.2822465515136718,-0.15006883621215816,0.99986332654953
2,2,0.3293336498737335,1.2818375277519225,-0.14071971595287322,0.999862015247345
2,3,0.32805200576782223,1.2836126327514648,-0.1432810020446777,0.9999224543571472
2,4,0.33176134228706355,1.2841502952575683,-0.1929479324817657,0.9999245405197144
2,5,0.33347343325614925,1.2824492406845094,-0.20540361762046805,0.9999281764030457
2,6,0.3325297439098358,1.2724038124084474,-0.18312430441379546,0.9999397993087769
2,7,0.25720981955528255,1.3036496210098267,-0.0752812628448009,0.9999547600746156
2,8,0.2111491620540619,1.23445613861084,-0.20422193288803098,0.9998090863227844
2,9,0.3405844807624816,1.2460869240760803,-0.11634197801351545,0.99992573261261
